ID,desc::Transcription,Function_x,Function_y,Overlap,Nonlexical,Words,Multiunit,Repeat,Syllables,desc::Duration,desc::Ignore
D01_01BF47_52,già,ag,ag,0,0,1,0,0,1,0.26,S
D01_02BF47_156,esatto,ag,ag,1,0,1,0,0,3,0.71,L
D01_02BF47_158,eh,ag,ag,1,1,1,0,0,1,0.23,N
D01_02BF47_160,esatto,ag,ag,0,0,1,0,0,3,0.55,L
D01_02BF47_202,esatto,ag,ag,1,0,1,0,0,3,0.99,L
D01_02BF47_248,eh sì,ag,ag,0,2,2,1,0,2,0.72,NS
D02_03BM59_24,sì sì quello sicuramente,ag,ag,1,0,3,1,1,4,1.46,SRL
D02_03BM59_4,esatto,ag,ag,1,0,1,0,0,3,0.63,L
D02_03BM59_16,sì,ag,ag,1,0,1,0,0,1,0.3,S
D02_03BM59_22,sì,ag,ag,0,0,1,0,0,1,0.63,S
D02_03BM59_98,mh sì sì,ag,ag,1,2,3,1,1,3,0.88,NSR
D02_03BM59_32,sì,ag,ag,1,0,1,0,0,1,0.3,S
D02_03BM59_34,sì,ag,ag,0,0,1,0,0,1,0.3,S
D02_03BM59_38,sì,ag,ag,1,0,1,0,0,1,0.26,S
D02_03BM59_54,sì ,ag,ag,1,0,1,0,0,1,0.41,S
D02_03BM59_74,esatto,ag,ag,1,0,1,0,0,3,0.49,L
D02_03BM59_82,esatto,ag,ag,1,0,1,0,0,3,0.67,L
D02_03BM59_84,sì,ag,ag,1,0,1,0,0,1,0.25,S
D02_04BM56_34,eh sì,ag,ag,1,2,2,1,0,2,0.53,NS
D02_04BM56_42,sì sì,ag,ag,1,0,2,1,1,2,1.31,SR
D02_03BM59_88,esatto,ag,ag,1,0,1,0,0,3,0.51,L
D02_03BM59_100,sì,ag,ag,1,0,1,0,0,1,0.35,S
D02_03BM59_104,no,ag,ag,0,0,1,0,0,1,0.21,S
D02_04BM56_44,no no comunque sì ,ag,ag,1,0,4,1,1,6,1.4,SRLS
D02_03BM59_112,sì,ag,ag,1,0,1,0,0,1,0.3,S
D02_03BM59_116,sì,ag,ag,1,0,1,0,0,1,0.26,S
D02_04BM56_184,certo,ag,ag,1,0,1,0,0,2,0.55,L
D02_04BM56_290,sì,ag,ag,1,0,1,0,0,1,0.48,S
D04_07BF55_30,esatto,ag,ag,1,0,1,0,0,3,0.54,L
D04_07BF55_34,esatto,ag,ag,1,0,1,0,0,3,0.7,L
D04_07BF55_36,eh,ag,ag,1,1,1,0,0,1,0.2,N
D04_07BF55_38,eh,ag,ag,1,1,1,0,0,1,0.18,N
D04_07BF55_122,sì,ag,ag,1,0,1,0,0,1,0.57,S
D04_08BF55_48,no,ag,ag,1,0,1,0,0,1,0.75,S
D04_08BF55_66,sì,ag,ag,1,0,1,0,0,1,0.29,S
D04_08BF55_84,eh,ag,ag,1,1,1,0,0,1,0.17,N
D02_04BM56_90,sì sì,ag,ag,0,0,2,1,1,2,0.89,SR
D02_04BM56_112,no no,ag,ag,1,0,2,1,1,2,0.32,SR
D04_08BF55_168,sì,ag,ag,0,0,1,0,0,1,0.32,S
D02_04BM56_142,mh sì sì beh,ag,ag,1,2,4,1,1,4,1.27,NSRN
D04_08BF55_242,sì,ag,ag,1,0,1,0,0,1,0.34,S
D08_15BM22_70,sì,ag,ag,1,0,1,0,0,1,0.55,S
D12_23LM30_70,no,ag,ag,1,0,1,0,0,1,0.76,S
D12_24LF27_12,eh,ag,ag,0,1,1,0,0,1,0.14,N
D12_24LF27_82,sì,ag,ag,1,0,1,0,0,1,0.25,S
D12_24LF27_86,è vero,ag,ag,0,0,1,0,0,3,0.4,L
D13_25LF23_102,esatto,ag,ag,1,0,1,0,0,3,0.61,L
D15_30BM23_26,sì,ag,ag,1,0,1,0,0,1,0.16,S
D02_04BM56_156,sì sì sì,ag,ag,1,0,3,1,1,3,0.86,SRR
D15_30BM23_44,sì,ag,ag,1,0,1,0,0,1,0.46,S
D02_04BM56_168,eh certo,ag,ag,1,2,2,1,0,3,0.63,NL
D02_04BM56_186,sì sì sì certo,ag,ag,1,0,4,1,1,5,1.07,SRRL
D02_04BM56_122,eheh,as,as,1,1,1,0,0,2,0.36,N
D02_04BM56_196,sì sì,ag,ag,0,0,2,1,1,2,0.64,SR
D02_04BM56_258,mhmh,as,as,1,1,1,0,0,2,0.45,N
D04_07BF55_32,eheh,as,as,1,1,1,0,0,2,0.23,N
D04_07BF55_44,eh,as,as,1,1,1,0,0,1,0.28,N
D04_07BF55_134,ah,as,as,1,1,1,0,0,1,0.14,N
D04_07BF55_138,ah ,as,as,1,1,1,0,0,1,0.87,N
D04_08BF55_32,ah,as,as,1,1,1,0,0,1,0.51,N
D04_08BF55_72,eh,as,as,1,1,1,0,0,1,0.16,N
D05_10BF52_16,pensa,as,as,1,0,1,0,0,2,0.4,L
D06_11LF28_42,ah,as,as,0,1,1,0,0,1,0.3,N
D06_11LF28_46,ah,as,as,1,1,1,0,0,1,0.89,N
D06_11LF28_58,eh,as,as,1,1,1,0,0,1,0.16,N
D08_15BM22_118,eh,as,as,0,1,1,0,0,1,0.29,N
D08_16BF22_14,ah,as,as,1,1,1,0,0,1,0.18,N
D08_16BF22_72,ah,as,as,1,1,1,0,0,1,0.61,N
D08_16BF22_90,dai,as,as,0,0,1,0,0,1,0.31,S
D13_25LF23_178,cavoli,as,as,1,0,1,0,0,3,0.63,L
D01_01BF47_10,eh,co,co,1,1,1,0,0,1,0.34,N
D01_01BF47_14,mhmh,co,co,0,1,1,0,0,2,0.42,N
D01_02BF47_6,no,co,co,1,0,1,0,0,1,0.2,S
D02_04BM56_206,no no,ag,ag,1,0,2,1,1,2,0.3,SR
D01_02BF47_8,eh,co,co,1,1,1,0,0,1,0.29,N
D01_02BF47_10,eh,co,co,1,1,1,0,0,1,0.22,N
D01_02BF47_20,ah,co,co,1,1,1,0,0,1,0.21,N
D01_02BF47_22,mh,co,co,0,1,1,0,0,1,0.28,N
D02_04BM56_208,sì sì sì sì,ag,ag,1,0,4,1,1,4,1.51,SRRR
D01_02BF47_24,sì,co,co,1,0,1,0,0,1,0.29,S
D02_04BM56_234,sì sì sì,ag,ag,0,0,3,1,1,3,0.58,SRR
D01_02BF47_30,mh,co,co,0,1,1,0,0,1,0.22,N
D01_02BF47_32,mhmh,co,co,1,1,1,0,0,1,0.26,N
D02_04BM56_292,ah no,ag,ag,1,2,2,1,0,2,0.48,NS
D01_02BF47_34,mhmh,co,co,0,1,1,0,0,2,0.31,N
D01_02BF47_40,mhmh,co,co,0,1,1,0,0,2,0.27,N
D01_02BF47_42,mhmh,co,co,0,1,1,0,0,2,0.3,N
D01_02BF47_48,mhmh,co,co,0,1,1,0,0,2,0.41,N
D01_02BF47_50,mh,co,co,0,1,1,0,0,1,0.26,N
D04_07BF55_24,sì certo,ag,ag,1,0,2,1,0,3,0.7,SL
D01_02BF47_52,eh,co,co,1,1,1,0,0,1,0.25,N
D01_02BF47_54,mh,co,co,0,1,1,0,0,1,0.3,N
D01_02BF47_56,eh,co,co,0,1,1,0,0,1,0.31,N
D01_02BF47_58,sì,co,co,0,0,1,0,0,1,0.4,S
D01_02BF47_64,eh,co,co,0,1,1,0,0,1,0.27,N
D01_02BF47_68,mh,co,co,1,1,1,0,0,1,0.35,N
D01_02BF47_70,mh,co,co,1,1,1,0,0,1,0.41,N
D01_02BF47_76,mh,co,co,1,1,1,0,0,1,0.59,N
D04_07BF55_84,eh esatto,ag,ag,1,2,2,1,0,4,0.24,NL
D04_07BF55_96,eh sì,ag,ag,1,2,2,1,0,2,0.43,NS
D01_02BF47_78,mh,co,co,0,1,1,0,0,1,0.36,N
D01_02BF47_80,ah,co,co,0,1,1,0,0,1,0.52,N
D04_07BF55_98,sì è vero,ag,ag,1,0,2,1,0,4,0.74,SL
D01_02BF47_82,ma dai,co,co,0,0,1,0,0,2,0.47,L
D04_08BF55_36,sì sì,ag,ag,1,0,2,1,1,2,0.55,SR
D01_02BF47_84,mhmh,co,co,0,1,1,0,0,2,0.38,N
D01_02BF47_88,mhmh,co,co,1,1,1,0,0,2,0.43,N
D01_02BF47_96,mh,co,co,0,1,1,0,0,1,0.24,N
D01_02BF47_100,ah,co,co,1,1,1,0,0,1,0.27,N
D01_02BF47_106,mh,co,co,0,1,1,0,0,1,0.32,N
D01_02BF47_116,ah,co,co,0,1,1,0,0,1,0.23,N
D04_08BF55_64,ah sì,ag,ag,1,2,2,1,0,2,0.59,NS
D01_02BF47_120,mh,co,co,0,1,1,0,0,1,0.19,N
D01_02BF47_122,mh,co,co,0,1,1,0,0,1,0.19,N
D01_02BF47_124,mh,co,co,0,1,1,0,0,1,0.31,N
D01_02BF47_126,mh,co,co,0,1,1,0,0,1,0.26,N
D01_02BF47_128,mh,co,co,0,1,1,0,0,1,0.31,N
D01_02BF47_130,ah,co,co,1,1,1,0,0,1,0.3,N
D04_08BF55_68,sì sì sì sì sì,ag,ag,1,0,5,1,1,5,1.23,SRRRR
D01_02BF47_134,mhmh,co,co,0,1,1,0,0,2,0.4,N
D01_02BF47_136,mhmh,co,co,1,1,1,0,0,2,0.3,N
D01_02BF47_138,mh,co,co,0,1,1,0,0,1,0.35,N
D01_02BF47_140,mh,co,co,0,1,1,0,0,1,0.28,N
D01_02BF47_142,mhmh,co,co,0,1,1,0,0,2,0.42,N
D01_02BF47_144,mhmh,co,co,1,1,1,0,0,2,0.29,N
D01_02BF47_148,sì,co,co,0,0,1,0,0,1,0.4,S
D04_08BF55_128,eh beh certo,ag,ag,1,2,3,1,0,4,0.78,NNL
D01_02BF47_154,mh,co,co,1,1,1,0,0,1,0.38,N
D01_02BF47_164,mhmh,co,co,1,1,1,0,0,2,0.37,N
D01_02BF47_170,mhmh,co,co,0,1,1,0,0,2,0.38,N
D01_02BF47_178,mhmh,co,co,1,1,1,0,0,2,1.03,N
D04_08BF55_174,no no no no infatti,ag,ag,1,0,5,1,1,7,1.46,SRRRL
D01_02BF47_180,mhmh,co,co,1,1,1,0,0,2,0.37,N
D01_02BF47_184,ah,co,co,1,1,1,0,0,1,0.34,N
D04_08BF55_176,ma no infatti,ag,ag,1,0,3,1,0,5,1.38,SSL
D01_02BF47_188,mhmh,co,co,0,1,1,0,0,2,0.24,N
D01_02BF47_192,ah,co,co,0,1,1,0,0,1,0.26,N
D01_02BF47_194,eh,co,co,1,1,1,0,0,1,0.23,N
D01_02BF47_196,sì,co,co,0,0,1,0,0,1,0.28,S
D01_02BF47_198,mhmh,co,co,0,1,1,0,0,2,0.35,N
D01_02BF47_204,mh,co,co,0,1,1,0,0,1,0.24,N
D01_02BF47_206,eh,co,co,1,1,1,0,0,1,0.33,N
D01_02BF47_212,mh,co,co,0,1,1,0,0,1,0.32,N
D01_02BF47_214,mhmh,co,co,0,1,1,0,0,2,0.29,N
D01_02BF47_218,mhmh,co,co,1,1,1,0,0,2,0.42,N
D01_02BF47_222,mhmh,co,co,1,1,1,0,0,2,0.34,N
D01_02BF47_224,mhmh,co,co,0,1,1,0,0,2,0.33,N
D01_02BF47_230,mh,co,co,0,1,1,0,0,1,0.38,N
D01_02BF47_232,mhmh,co,co,1,1,1,0,0,2,0.43,N
D04_08BF55_178,ma no,ag,ag,1,0,2,1,0,2,0.58,SS
D01_02BF47_240,mh,co,co,1,1,1,0,0,1,0.22,N
D01_02BF47_250,mhmh,co,co,0,1,1,0,0,2,0.33,N
D01_02BF47_252,eh,co,co,1,1,1,0,0,1,0.31,N
D01_02BF47_254,mh,co,co,1,1,1,0,0,1,0.3,N
D01_02BF47_256,mhmh,co,co,1,1,1,0,0,2,0.43,N
D04_08BF55_182,no no,ag,ag,0,0,2,1,1,2,0.4,SR
D01_02BF47_258,mh,co,co,0,1,1,0,0,1,0.26,N
D04_08BF55_198,sì sì sì sì sì sì,ag,ag,1,0,6,1,1,6,1.34,SRRRRR
D01_02BF47_260,mhmh,co,co,0,1,1,0,0,2,0.37,N
D01_02BF47_262,mhmh,co,co,0,1,1,0,0,2,0.36,N
D01_02BF47_266,mhmh,co,co,0,1,1,0,0,2,0.3,N
D01_02BF47_268,mh,co,co,0,1,1,0,0,1,0.27,N
D01_02BF47_270,mhmh,co,co,0,1,1,0,0,2,0.31,N
D01_02BF47_272,ah,co,co,0,1,1,0,0,1,0.26,N
D01_02BF47_278,mhmh,co,co,1,1,1,0,0,2,0.39,N
D04_08BF55_220,e certo,ag,ag,0,0,2,1,0,3,0.62,CL
D01_02BF47_280,mhmh,co,co,0,1,1,0,0,2,0.29,N
D01_02BF47_288,eh,co,co,1,1,1,0,0,1,0.24,N
D01_02BF47_290,mh,co,co,0,1,1,0,0,1,0.16,N
D01_02BF47_298,ah,co,co,0,1,1,0,0,1,0.27,N
D01_02BF47_300,mhmh,co,co,0,1,1,0,0,2,0.32,N
D02_03BM59_6,mh,co,co,1,1,1,0,0,1,0.32,N
D02_03BM59_10,mh,co,co,1,1,1,0,0,1,0.18,N
D04_08BF55_244,no no no no,ag,ag,1,0,4,1,1,4,0.84,SRRR
D02_03BM59_56,eh,co,co,1,1,1,0,0,1,0.14,N
D02_03BM59_64,mh,co,co,1,1,1,0,0,1,0.29,N
D02_03BM59_76,eh,co,co,1,1,1,0,0,1,0.14,N
D02_03BM59_78,mh,co,co,1,1,1,0,0,1,0.2,N
D08_15BM22_74,sì sì certo,ag,ag,1,0,3,1,1,4,0.83,SRL
D02_03BM59_80,eh,co,co,1,1,1,0,0,1,0.21,N
D02_03BM59_102,mh,co,co,1,1,1,0,0,1,0.21,N
D02_03BM59_106,eh,co,co,1,1,1,0,0,1,0.29,N
D02_03BM59_108,eh,co,co,1,1,1,0,0,1,0.19,N
D02_03BM59_114,mh,co,co,0,1,1,0,0,1,0.17,N
D02_04BM56_2,ah,co,co,1,1,1,0,0,1,0.28,N
D02_04BM56_18,mhmh,co,co,1,1,1,0,0,2,0.41,N
D02_04BM56_20,eh,co,co,1,1,1,0,0,1,0.39,N
D02_04BM56_22,eh,co,co,0,1,1,0,0,1,0.13,N
D02_04BM56_32,mh,co,co,1,1,1,0,0,1,0.34,N
D02_04BM56_54,mh,co,co,1,1,1,0,0,1,0.34,N
D02_04BM56_86,mhmh,co,co,1,1,1,0,0,2,0.42,N
D02_04BM56_96,mhmh,co,co,1,1,1,0,0,2,0.45,N
D08_15BM22_96,sì sì ovvio,ag,ag,1,0,3,1,1,4,0.74,SRL
D02_04BM56_104,mhmh,co,co,0,1,1,0,0,2,0.42,N
D02_04BM56_110,mhmh,co,co,1,1,1,0,0,2,0.35,N
D02_04BM56_124,mh,co,co,1,1,1,0,0,1,0.24,N
D02_04BM56_130,mh,co,co,1,1,1,0,0,1,0.32,N
D02_04BM56_136,mhmh,co,co,1,1,1,0,0,2,0.37,N
D02_04BM56_154,mh,co,co,1,1,1,0,0,1,0.76,N
D02_04BM56_162,mh,co,co,1,1,1,0,0,1,0.35,N
D02_04BM56_164,mh,co,co,1,1,1,0,0,1,0.39,N
D02_04BM56_198,mhmh,co,co,0,1,1,0,0,2,0.36,N
D12_24LF27_84,sì sì sì,ag,ag,1,0,3,1,1,3,0.5,SRR
D02_04BM56_200,mhmh,co,co,0,1,1,0,0,2,0.3,N
D02_04BM56_202,mhmh,co,co,1,1,1,0,0,2,0.4,N
D13_25LF23_154,decisamente certo certo certo,ag,ag,1,0,4,1,1,9,2.12,LLRR
D02_04BM56_204,mh,co,co,1,1,1,0,0,1,0.34,N
D02_04BM56_214,mh,co,co,1,1,1,0,0,1,0.34,N
D13_26BF24_104,sì quello sì,ag,ag,1,0,3,1,0,4,0.77,SLS
D15_29BF21_172,eh infatti,ag,ag,1,2,2,1,0,4,0.68,NL
D15_30BM23_18,eh sì,ag,ag,1,2,2,1,0,2,0.36,NS
D02_04BM56_216,mhmh,co,co,1,1,1,0,0,2,0.67,N
D08_15BM22_108,eh esatto,ag,ag,0,2,2,1,0,4,0.64,NL
D06_11LF28_30,ah beh,as,as,1,1,2,1,0,2,0.43,NN
D02_04BM56_242,mhmh,co,co,1,1,1,0,0,2,0.4,N
D02_04BM56_268,mh,co,co,1,1,1,0,0,1,0.39,N
D02_04BM56_276,mhmh,co,co,0,1,1,0,0,2,0.35,N
D06_11LF28_40,eh va beh,as,as,0,1,2,1,0,3,0.98,NN
D06_11LF28_48,ah ok ok,as,as,1,2,3,1,1,5,0.97,NLR
D02_04BM56_288,eh,co,co,1,1,1,0,0,1,0.78,N
D02_04BM56_296,mh,co,co,1,1,1,0,0,1,0.32,N
D02_04BM56_298,ah,co,co,1,1,1,0,0,1,0.27,N
D06_12LF30_62,no dai,as,as,1,0,2,1,0,2,0.99,SS
D02_04BM56_300,mh,co,co,1,1,1,0,0,1,0.31,N
D08_15BM22_94,eh oh,as,as,1,1,2,1,0,2,0.31,NN
D04_07BF55_2,mhmh,co,co,1,1,1,0,0,2,0.47,N
D01_02BF47_18,ah ok,co,co,1,2,2,1,0,3,0.84,NL
D01_02BF47_26,mhmh mhmh,co,co,1,1,2,1,1,4,0.77,NR
D04_07BF55_6,mh,co,co,0,1,1,0,0,1,0.21,N
D01_02BF47_60,ah ok,co,co,1,2,2,1,0,3,0.71,NL
D01_02BF47_62,ahah,co,co,1,2,2,1,0,2,0.39,NL
D01_02BF47_86,mhmh mhmh,co,co,1,1,2,1,1,4,0.69,NR
D04_07BF55_12,sì,co,co,1,0,1,0,0,1,0.27,S
D01_02BF47_90,mhmh mhmh,co,co,1,1,2,1,1,4,1.01,NR
D01_02BF47_92,mhmh mhmh,co,co,0,1,2,1,1,4,0.79,NR
D04_07BF55_16,lo so,co,co,1,0,1,0,0,2,0.48,L
D04_07BF55_20,eh,co,co,1,1,1,0,0,1,0.49,N
D01_02BF47_174,ah sì,co,co,0,2,2,1,0,2,0.45,NS
D04_07BF55_28,lo so,co,co,1,0,1,0,0,2,0.33,L
D04_07BF55_52,eh,co,co,1,1,1,0,0,1,0.17,N
D04_07BF55_56,ah,co,co,1,1,1,0,0,1,0.22,N
D01_02BF47_190,mhmh mhmh,co,co,1,1,2,1,1,4,0.78,NR
D01_02BF47_208,ah sì,co,co,1,2,2,1,0,2,0.64,NS
D01_02BF47_220,mhmh mhmh,co,co,1,1,2,1,0,4,0.66,NN
D04_07BF55_60,mhmh,co,co,0,1,1,0,0,2,0.4,N
D01_02BF47_234,mhmh mhmh,co,co,1,1,2,1,1,4,0.72,NR
D04_07BF55_62,mhmh,co,co,1,1,1,0,0,2,0.34,N
D01_02BF47_264,mhmh mhmh,co,co,1,1,2,1,1,4,0.68,NR
D04_07BF55_64,mhmh,co,co,1,1,1,0,0,2,0.29,N
D01_02BF47_276,mhmh mhmh,co,co,1,1,2,1,1,4,0.6,NR
D02_04BM56_146,eh beh,co,co,1,1,2,1,0,2,0.75,NN
D02_04BM56_224,sì sì,co,co,1,0,2,1,1,2,0.4,SR
D04_07BF55_4,eh lo so mh,co,co,1,2,3,1,0,4,0.98,NLN
D04_07BF55_72,mh,co,co,1,1,1,0,0,1,0.33,N
D04_07BF55_78,mhmh,co,co,1,1,1,0,0,2,0.45,N
D04_07BF55_82,mh,co,co,1,1,1,0,0,1,0.86,N
D04_07BF55_18,eh lo so,co,co,1,2,2,1,0,3,0.4,NL
D04_07BF55_86,mh,co,co,1,1,1,0,0,1,0.29,N
D04_07BF55_22,no lo so lo so,co,co,1,0,3,1,0,5,1.24,SLL
D04_07BF55_88,mh,co,co,1,1,1,0,0,1,1.77,N
D04_07BF55_26,eh lo so,co,co,1,2,3,1,0,3,0.52,NL
D04_07BF55_58,sì beh certo,co,co,1,2,3,1,0,4,0.76,SNL
D04_07BF55_100,mh,co,co,1,1,1,0,0,1,0.23,N
D04_07BF55_68,sì sì sì,co,co,1,0,3,1,1,3,2.34,SRR
D04_07BF55_102,mh,co,co,1,1,1,0,0,1,0.21,N
D04_07BF55_104,mh,co,co,1,1,1,0,0,1,0.25,N
D04_07BF55_106,mh,co,co,1,1,1,0,0,1,0.2,N
D04_07BF55_110,mh,co,co,1,1,1,0,0,1,0.17,N
D04_07BF55_114,mhmh,co,co,1,1,1,0,0,2,0.27,N
D04_07BF55_116,mh,co,co,1,1,1,0,0,1,0.22,N
D04_07BF55_118,mh,co,co,0,1,1,0,0,1,0.13,N
D04_07BF55_70,sì sì certo sì sì sì sì,co,co,1,0,7,1,1,8,0.28,SRLSRRR
D04_07BF55_120,eh sì,co,co,1,2,2,1,0,2,0.54,NS
D04_07BF55_124,sì,co,co,1,0,1,0,0,1,0.47,S
D04_07BF55_140,ah beh sì certo,co,co,1,2,5,1,1,5,0.74,NRNSL
D04_07BF55_126,mh,co,co,1,1,1,0,0,1,0.42,N
D04_07BF55_144,sì sì,co,co,0,0,2,1,1,2,0.36,SR
D04_08BF55_6,ok,co,co,1,0,3,1,1,2,0.49,LSR
D04_08BF55_30,eh lo so,co,co,1,2,2,1,0,3,0.62,NL
D04_07BF55_128,mhmh,co,co,0,1,1,0,0,2,0.36,N
D04_08BF55_40,sì sì,co,co,1,0,2,1,1,2,0.33,SR
D04_08BF55_42,eh sì sì,co,co,1,2,3,1,1,3,0.68,NSR
D04_07BF55_130,mhmh,co,co,1,1,1,0,0,2,0.37,N
D04_08BF55_44,ah sì,co,co,1,2,2,1,0,2,0.58,NS
D04_08BF55_46,sì sì,co,co,1,0,2,1,1,2,0.41,SR
D04_08BF55_92,ah ok,co,co,1,2,2,1,0,3,0.58,NL
D04_07BF55_132,mh,co,co,0,1,1,0,0,1,0.21,N
D04_07BF55_136,eh,co,co,0,1,1,0,0,1,0.15,N
D04_08BF55_98,ecco ok,co,co,1,0,2,1,0,4,1.22,LL
D04_08BF55_112,eh beh immagino,co,co,1,2,3,1,0,6,1,NNL
D04_08BF55_138,ah ok,co,co,1,2,2,1,0,3,0.62,NL
D04_08BF55_158,sì sì,co,co,1,0,2,1,1,2,0.44,SR
D04_07BF55_148,mh,co,co,0,1,1,0,0,1,0.13,N
D04_08BF55_188,sì sì,co,co,1,0,2,1,1,2,0.83,SR
D04_08BF55_202,sì sì,co,co,1,0,2,1,1,2,0.55,SR
D04_08BF55_204,eh lo so,co,co,1,2,2,1,0,3,0.6,NL
D04_07BF55_150,mhmh,co,co,1,1,1,0,0,2,0.75,N
D04_07BF55_154,mhmh,co,co,1,1,1,0,0,2,0.42,N
D04_08BF55_230,eh lo so,co,co,1,2,2,1,0,3,0.55,NL
D04_08BF55_232,eh no,co,co,1,2,2,1,0,2,0.39,NS
D04_08BF55_240,eh lo so,co,co,0,2,2,1,0,3,0.48,NL
D05_09BF52_4,sì sì,co,co,1,0,2,1,1,2,0.58,SR
D05_09BF52_6,sì sì,co,co,1,0,2,1,1,2,0.8,SR
D05_09BF52_78,eh eh,co,co,1,1,2,1,1,2,1.04,NR
D04_08BF55_8,sì,co,co,1,0,1,0,0,1,0.29,S
D04_08BF55_10,sì,co,co,1,0,1,0,0,1,0.34,S
D04_08BF55_12,eh,co,co,1,1,1,0,0,1,0.22,N
D04_08BF55_14,sì,co,co,1,0,1,0,0,1,0.31,S
D05_10BF52_82,eh eh,co,co,1,1,2,1,0,2,0.71,NN
D05_10BF52_96,sì sì sì sì,co,co,1,0,4,1,1,4,1.08,SRRR
D04_08BF55_22,mh,co,co,0,1,1,0,0,1,0.28,N
D06_11LF28_2,sì ok,co,co,1,0,2,1,0,3,1.07,SL
D04_08BF55_38,eh,co,co,1,1,1,0,0,1,0.36,N
D04_08BF55_52,mhmh,co,co,1,1,1,0,0,2,0.33,N
D06_11LF28_34,ah beh chiaro,co,co,1,2,3,1,0,4,0.95,NNL
D06_12LF30_16,sì sì sì,co,co,0,0,3,1,1,3,0.72,SRR
D06_12LF30_54,ah ok sì sì a posto,co,co,1,2,5,1,1,8,0.88,NLSRL
D08_15BM22_8,ah ok,co,co,1,2,2,1,0,3,0.48,NL
D04_08BF55_62,sì,co,co,1,0,1,0,0,1,0.36,S
D08_15BM22_24,ah ok,co,co,1,2,2,1,0,3,0.62,NL
D08_15BM22_34,ah no va beh dai,co,co,1,2,4,1,0,5,0.71,NSLS
D08_15BM22_48,eh esatto,co,co,1,2,2,1,0,4,0.65,NL
D04_08BF55_94,ah ok,co,co,1,1,1,0,0,3,0.79,N
D08_15BM22_56,eh no va beh però,co,co,0,2,3,1,0,6,0.73,NSL
D04_08BF55_96,eh,co,co,1,1,1,0,0,1,0.17,N
D04_08BF55_100,mh,co,co,0,1,1,0,0,1,0.15,N
D04_08BF55_102,mh,co,co,1,1,1,0,0,1,0.22,N
D04_08BF55_104,ah,co,co,1,1,1,0,0,1,0.22,N
D08_15BM22_66,va beh dai,co,co,1,0,2,1,0,3,0.51,LS
D08_16BF22_40,va beh dai,co,co,1,0,2,1,0,3,0.36,LS
D08_16BF22_56,eh va beh dai,co,co,0,2,3,1,0,4,0.5,NLS
D08_16BF22_144,mhmh,co,co,0,2,3,1,1,2,0.41,NLR
D11_21BM60_2,mh ah,co,co,0,1,2,1,0,2,0.46,NN
D04_08BF55_106,ok,co,co,1,0,1,0,0,2,0.43,L
D11_21BM60_16,eh sì sì,co,co,1,2,2,1,0,3,0.61,NS
D11_21BM60_54,sì sì,co,co,0,0,2,1,1,2,0.43,SR
D04_08BF55_108,sì,co,co,1,0,1,0,0,1,0.5,S
D04_08BF55_110,ok,co,co,1,0,1,0,0,2,0.49,L
D04_08BF55_130,ok,co,co,1,0,1,0,0,2,0.51,L
D04_08BF55_136,mh,co,co,1,1,1,0,0,1,0.21,N
D04_08BF55_140,ok,co,co,1,0,1,0,0,2,0.61,L
D11_21BM60_56,sì sì,co,co,0,0,2,1,1,2,0.41,SR
D04_08BF55_142,ah,co,co,1,1,1,0,0,1,0.32,N
D12_23LM30_8,ah ok,co,co,1,2,2,1,0,3,0.77,NL
D04_08BF55_146,sì,co,co,1,0,1,0,0,1,0.42,S
D04_08BF55_148,ah,co,co,1,1,1,0,0,1,0.32,N
D04_08BF55_164,eh,co,co,1,1,1,0,0,1,0.17,N
D12_23LM30_24,ah ok,co,co,1,2,2,1,0,3,0.62,NL
D04_08BF55_170,ah,co,co,1,1,1,0,0,1,0.16,N
D04_08BF55_190,sì,co,co,1,0,1,0,0,1,0.46,S
D12_23LM30_62,eh beh,co,co,1,1,2,1,0,2,0.37,NN
D04_08BF55_192,sì,co,co,1,0,1,0,0,1,0.31,S
D04_08BF55_196,ah,co,co,1,1,1,0,0,1,0.17,N
D04_08BF55_200,sì,co,co,1,0,1,0,0,1,0.3,S
D04_08BF55_210,ah,co,co,0,1,1,0,0,1,0.25,N
D05_09BF52_12,mhmh,co,co,1,1,1,0,0,2,0.37,N
D12_24LF27_34,ah ho capito,co,co,1,2,2,1,0,5,1.21,NL
D05_09BF52_18,mh,co,co,1,1,1,0,0,1,0.24,N
D12_24LF27_80,eh dai,co,co,1,2,2,1,0,2,0.32,NS
D05_09BF52_24,mh,co,co,0,1,1,0,0,1,0.12,N
D05_09BF52_42,mh,co,co,0,1,1,0,0,1,0.75,N
D05_09BF52_44,mh,co,co,0,1,1,0,0,1,0.14,N
D13_25LF23_4,ok,co,co,1,0,2,1,0,2,0.88,LS
D05_09BF52_46,mh,co,co,1,1,1,0,0,1,0.2,N
D13_25LF23_18,ah ok almeno,co,co,1,2,3,1,0,6,0.61,NLL
D13_25LF23_70,sì sì sì sì sì sì,co,co,1,0,6,1,1,6,1.44,SRRRRR
D13_26BF24_16,eh beh ovviamente,co,co,1,2,3,1,0,6,1.19,NNL
D05_09BF52_58,mh,co,co,0,1,1,0,0,1,0.17,N
D05_09BF52_70,mh,co,co,1,1,1,0,0,1,0.39,N
D05_09BF52_72,mh,co,co,0,1,1,0,0,1,0.22,N
D05_10BF52_2,mh,co,co,0,1,1,0,0,1,0.2,N
D05_10BF52_4,sì,co,co,0,0,1,0,0,1,0.24,S
